File,model,model_raw_answer,parsed_letter,correct_letter,literal_letter,status,humor_style,contextual_knowledge
1kafv5j,openai/gpt-5,A,A,A,D,correct,Dark Humor,Pop culture
1d7x2rg,openai/gpt-5,C,C,C,A,correct,Situational,Logical
1jp8wst,openai/gpt-5,B,B,D,B,literal,Dark Humor,History/Mythology
1kw2p1y,openai/gpt-5,D,D,C,D,literal,Surprise,Logical
1k27mne,openai/gpt-5,A,A,A,B,correct,Dark Humor,Hobby
1duiywi,openai/gpt-5,D,D,C,A,other_distractor,Incongruity,Technical
1jzk0f2,openai/gpt-5,D,D,D,B,correct,Situational,Pop culture
1l6ov5y,openai/gpt-5,C,C,C,A,correct,Situational,Hobby
1d5bxcu,openai/gpt-5,B,B,B,C,correct,Dark Humor,meme
1fvg71d,openai/gpt-5,B,B,B,A,correct,Comparison,History/Mythology
1j25t67,openai/gpt-5,C,C,B,D,other_distractor,Wordplay,meme
1jipmfo,openai/gpt-5,D,D,D,A,correct,Surprise,Hobby
1fl51f0,openai/gpt-5,B,B,B,D,correct,Surprise,Social conventions
1kxmxbf,openai/gpt-5,C,C,C,D,correct,Exaggeration,History/Mythology
1kpsba8,openai/gpt-5,A,A,A,C,correct,Situational,Social conventions
1klgmos,openai/gpt-5,D,D,D,C,correct,Exaggeration,General knowledge
1jk2lgw,openai/gpt-5,D,D,C,D,literal,Sarcasm/Irony,meme
1jpmmd9,openai/gpt-5,C,C,C,A,correct,Wordplay,Social conventions
1j0k484,openai/gpt-5,D,D,D,B,correct,Wordplay,Technical
1jtq5lb,openai/gpt-5,B,B,B,D,correct,Wordplay,General knowledge
1lbduvg,openai/gpt-5,D,D,D,A,correct,Comparison,Hobby
1g41h0e,openai/gpt-5,C,C,D,A,other_distractor,Surprise,Technical
1kjzqgk,openai/gpt-5,D,D,D,A,correct,Situational,Hobby
1mxibps,openai/gpt-5,B,B,B,A,correct,Comparison,Pop culture
1c4n4xd,openai/gpt-5,B,B,B,A,correct,Situational,Logical
1m4ns1d,openai/gpt-5,B,B,B,D,correct,Comparison,Technical
1ljwpph,openai/gpt-5,A,A,A,D,correct,Wordplay,General knowledge
1kczb4x,openai/gpt-5,C,C,C,A,correct,Exaggeration,Social conventions
1mcgb86,openai/gpt-5,A,A,C,UNKNOWN,wrong_literal_unknown,Situational,Social conventions
1i7iklj,openai/gpt-5,C,C,C,D,correct,Situational,Technical
18lkyqa,openai/gpt-5,C,C,C,B,correct,Exaggeration,Social conventions
1kmjd7k,openai/gpt-5,B,B,B,D,correct,Incongruity,Pop culture
1j6w01m,openai/gpt-5,A,A,A,C,correct,Situational,Technical
1itmj5l,openai/gpt-5,C,C,B,A,other_distractor,Situational,Technical
1d11llv,openai/gpt-5,A,A,D,A,literal,Situational,Social conventions
1dap4il,openai/gpt-5,C,C,A,C,literal,Dark Humor,Pop culture
1mcy7yd,openai/gpt-5,A,A,A,D,correct,Comparison,Social conventions
1g2fiqh,openai/gpt-5,C,C,C,D,correct,Situational,meme
1itwe3y,openai/gpt-5,B,B,D,A,other_distractor,Situational,Technical
1l8fcur,openai/gpt-5,D,D,A,C,other_distractor,Dark Humor,Social conventions
1jbg4m6,openai/gpt-5,B,B,B,A,correct,Situational,Hobby
1lc0zi5,openai/gpt-5,B,B,B,C,correct,Exaggeration,Technical
1lyfboo,openai/gpt-5,D,D,D,C,correct,Situational,Pop culture
1dhtsjq,openai/gpt-5,A,A,A,B,correct,Exaggeration,Pop culture
1k60lga,openai/gpt-5,D,D,D,C,correct,Dark Humor,Social conventions
1hevxkv,openai/gpt-5,B,B,D,C,other_distractor,Surprise,Social conventions
1jkt7ig,openai/gpt-5,C,C,C,A,correct,Exaggeration,Social conventions
1irf9u4,openai/gpt-5,D,D,C,D,literal,Situational,meme
1m8nhhl,openai/gpt-5,B,B,B,D,correct,Situational,Social conventions
1m015wk,openai/gpt-5,C,C,C,A,correct,Comparison,Social conventions
1lv6b82,openai/gpt-5,A,A,A,D,correct,Situational,Social conventions
1ieb7j3,openai/gpt-5,D,D,D,C,correct,Surprise,meme
1d9ip08,openai/gpt-5,A,A,A,B,correct,Comparison,Hobby
1jy5h3e,openai/gpt-5,C,C,C,D,correct,Sarcasm/Irony,Technical
1kozyll,openai/gpt-5,B,B,D,B,literal,Comparison,Pop culture
1ic88xs,openai/gpt-5,B,B,B,C,correct,Surprise,Logical
1jhad2m,openai/gpt-5,B,B,A,D,other_distractor,Incongruity,Hobby
1bhaz0e,openai/gpt-5,C,C,C,A,correct,Dark Humor,politics
1ka6jiq,openai/gpt-5,D,D,C,D,literal,Exaggeration,Social conventions
1i6a88o,openai/gpt-5,A,A,A,D,correct,Sarcasm/Irony,meme
188hmpb,openai/gpt-5,D,D,B,C,other_distractor,Wordplay,General knowledge
1hudgc9,openai/gpt-5,B,B,A,B,literal,Sarcasm/Irony,Hobby
1fq1qb9,openai/gpt-5,A,A,B,C,other_distractor,Wordplay,Logical
1lkox24,openai/gpt-5,B,B,B,D,correct,Exaggeration,Pop culture
1hdbees,openai/gpt-5,B,B,D,B,literal,Wordplay,Technical
15upbjf,openai/gpt-5,D,D,D,A,correct,Incongruity,Technical
1e3q5dd,openai/gpt-5,A,A,A,B,correct,Comparison,meme
1hph3za,openai/gpt-5,D,D,D,A,correct,Incongruity,meme
1bazqft,openai/gpt-5,A,A,B,D,other_distractor,Wordplay,History/Mythology
16uuwk3,openai/gpt-5,D,D,D,A,correct,Sarcasm/Irony,meme
1m61khr,openai/gpt-5,A,A,A,B,correct,Dark Humor,History/Mythology
1muan3i,openai/gpt-5,C,C,C,A,correct,Surprise,General knowledge
1g8raiu,openai/gpt-5,D,D,D,B,correct,Incongruity,meme
16h1wrg,openai/gpt-5,B,B,B,A,correct,Wordplay,Technical
1d0nows,openai/gpt-5,D,D,A,B,other_distractor,Dark Humor,Pop culture
16zvi3l,openai/gpt-5,D,D,A,C,other_distractor,Surprise,Pop culture
1fcm1zb,openai/gpt-5,A,A,A,C,correct,Wordplay,Social conventions
1l0pn3b,openai/gpt-5,D,D,B,C,other_distractor,Exaggeration,Social conventions
193it8r,openai/gpt-5,B,B,B,A,correct,Surprise,History/Mythology
1dk358k,openai/gpt-5,B,B,D,A,other_distractor,Wordplay,Pop culture
1ixuiml,openai/gpt-5,D,D,B,D,literal,Surprise,Social conventions
1hh0vwh,openai/gpt-5,C,C,B,D,other_distractor,Wordplay,General knowledge
15a2flm,openai/gpt-5,D,D,D,C,correct,Dark Humor,General knowledge
1jd57jt,openai/gpt-5,B,B,C,A,other_distractor,Sarcasm/Irony,Hobby
1eerszi,openai/gpt-5,A,A,A,D,correct,Incongruity,Pop culture
1ex2gnv,openai/gpt-5,D,D,D,A,correct,Incongruity,meme
1n6ohcl,openai/gpt-5,B,B,A,C,other_distractor,Sarcasm/Irony,Technical
1kc6xta,openai/gpt-5,D,D,C,B,other_distractor,Comparison,meme
1mk8rnt,openai/gpt-5,A,A,A,D,correct,Dark Humor,Pop culture
1bojwn9,openai/gpt-5,D,D,D,B,correct,Incongruity,Social conventions
1m68ug3,openai/gpt-5,D,D,B,A,other_distractor,Exaggeration,History/Mythology
1aqy5m7,openai/gpt-5,B,B,A,B,literal,Incongruity,General knowledge
1jg3hi7,openai/gpt-5,B,B,B,D,correct,Incongruity,Pop culture
1isy4zt,openai/gpt-5,C,C,D,C,literal,Wordplay,General knowledge
19egkxy,openai/gpt-5,D,D,C,D,literal,Comparison,Logical
1gboomw,openai/gpt-5,B,B,D,C,other_distractor,Dark Humor,Technical
1jjvw9a,openai/gpt-5,A,A,A,C,correct,Sarcasm/Irony,History/Mythology
1kcxst1,openai/gpt-5,C,C,B,D,other_distractor,Surprise,History/Mythology
1jj9t5b,openai/gpt-5,A,A,A,B,correct,Dark Humor,General knowledge
1jaf822,openai/gpt-5,C,C,A,D,other_distractor,Surprise,Technical
1k9sq1s,openai/gpt-5,B,B,A,C,other_distractor,Dark Humor,General knowledge
1jm74by,openai/gpt-5,C,C,C,D,correct,Comparison,General knowledge
1cvso6z,openai/gpt-5,C,C,A,B,other_distractor,Wordplay,meme
1efztwz,openai/gpt-5,A,A,A,C,correct,Wordplay,Social conventions
1lfy05f,openai/gpt-5,B,B,B,C,correct,Sarcasm/Irony,General knowledge
15oof8t,openai/gpt-5,C,C,C,D,correct,Incongruity,meme
1e8xy5s,openai/gpt-5,D,D,D,B,correct,Dark Humor,Social conventions
1918ki4,openai/gpt-5,B,B,A,D,other_distractor,Dark Humor,Social conventions
1ap3qmt,openai/gpt-5,C,C,C,B,correct,Incongruity,Pop culture
1d670z1,openai/gpt-5,A,A,A,C,correct,Wordplay,General knowledge
1aexlbt,openai/gpt-5,B,B,C,D,other_distractor,Wordplay,Technical
1m5qq8q,openai/gpt-5,A,A,D,B,other_distractor,Comparison,Pop culture
1moj7hc,openai/gpt-5,D,D,D,C,correct,Dark Humor,History/Mythology
174k7i0,openai/gpt-5,A,A,A,D,correct,Incongruity,Technical
1lqpazn,openai/gpt-5,B,B,B,C,correct,Surprise,History/Mythology
1ms7hs4,openai/gpt-5,C,C,B,A,other_distractor,Dark Humor,Technical
1j7mzha,openai/gpt-5,C,C,B,D,other_distractor,Dark Humor,History/Mythology
1i6ymv5,openai/gpt-5,C,C,A,D,other_distractor,Sarcasm/Irony,Social conventions
1h9qk3m,openai/gpt-5,C,C,B,C,literal,Dark Humor,General knowledge
1jcvxw6,openai/gpt-5,A,A,C,B,other_distractor,Dark Humor,General knowledge
18d37io,openai/gpt-5,B,B,B,C,correct,Wordplay,Logical
1iuuulu,openai/gpt-5,B,B,B,C,correct,Incongruity,Hobby
1jvfqgq,openai/gpt-5,C,C,B,A,other_distractor,Dark Humor,politics
164v3oo,openai/gpt-5,C,C,C,B,correct,Surprise,Logical
1n68buk,openai/gpt-5,C,C,B,A,other_distractor,Exaggeration,Hobby
1lq3p3j,openai/gpt-5,C,C,D,C,literal,Dark Humor,Social conventions
1ip0ht2,openai/gpt-5,A,A,B,C,other_distractor,Exaggeration,Hobby
1khvtur,openai/gpt-5,D,D,B,C,other_distractor,Exaggeration,Hobby
18ae5ry,openai/gpt-5,C,C,A,B,other_distractor,Wordplay,General knowledge
1isa49u,openai/gpt-5,D,D,D,B,correct,Wordplay,History/Mythology
1jvn2sr,openai/gpt-5,A,A,C,B,other_distractor,Dark Humor,Technical
1eilsjt,openai/gpt-5,D,D,A,B,other_distractor,Incongruity,General knowledge
1fjfblb,openai/gpt-5,D,D,C,A,other_distractor,Exaggeration,Pop culture
16k7baz,openai/gpt-5,A,A,A,C,correct,Dark Humor,Social conventions
15gdv3c,openai/gpt-5,B,B,B,D,correct,Dark Humor,General knowledge
1ajx3sn,openai/gpt-5,B,B,B,A,correct,Wordplay,Pop culture
1cynp2h,openai/gpt-5,C,C,A,C,literal,Sarcasm/Irony,Pop culture
19bj5k2,openai/gpt-5,B,B,A,C,other_distractor,Sarcasm/Irony,General knowledge
1l79lv3,openai/gpt-5,D,D,D,B,correct,Dark Humor,Hobby
16db363,openai/gpt-5,C,C,C,A,correct,Sarcasm/Irony,Pop culture
16l57ay,openai/gpt-5,B,B,B,A,correct,Wordplay,History/Mythology
1df3nh8,openai/gpt-5,D,D,D,B,correct,Dark Humor,History/Mythology
1haf45x,openai/gpt-5,A,A,C,B,other_distractor,Sarcasm/Irony,General knowledge
1fzh8sa,openai/gpt-5,C,C,C,A,correct,Sarcasm/Irony,Pop culture
1ijv4xn,openai/gpt-5,A,A,A,B,correct,Wordplay,General knowledge
